Lead Number,TotalVisits,Total Time Spent on Website,time_decay,bounce_rate,Car,gender,city,sales_branch,policy_type,fuel_type,varient,PA,RA,claim_reasons,coverage,claim_amount,year,insurance_type
590900,4,1692,124,0.290941984,TATA,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,4844,2020,comprehensive_insurance
635473,3,1231,185,0.025451789,Hyundai,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,No,Yes,Collision,Premium,5946,2017,comprehensive_insurance
611558,2,0,100,0.572210901,TATA,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,21688,2018,comprehensive_insurance
644477,3,30,80,0.533236584,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,21496,2019,comprehensive_insurance
639859,3,312,75,0.036750598,Maruti,Female,tier3,App,PersonalAuto,Petrol,Basemodel,Yes,No,Hail,Basic,4718,2021,third_party_insurance
628607,0,0,112,0.616908789,Ford,Female,tier3,Call Center,CorporateAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,4072,2021,comprehensive_insurance
584160,8,1342,30,0.109249844,Hyundai,Male,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13064,2017,comprehensive_insurance
601960,0,0,36,0.277378985,TATA,Male,tier3,App,CorporateAuto,Diesel,Topmodel,No,Yes,Collision,Premium,9127,2018,comprehensive_insurance
591013,3,1760,175,0.436265885,Mahindra,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,1221,2020,comprehensive_insurance
592664,2,291,168,0.390841186,Mahindra,Female,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,3766,2021,third_party_insurance
596284,4,217,179,0.10883006,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,9861,2020,comprehensive_insurance
591762,4,77,87,0.219728533,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Hail,Basic,2975,2017,third_party_insurance
582777,6,1377,170,0.946462778,Maruti,Male,tier3,App,PersonalAuto,Diesel,Basemodel,No,No,Hail,Basic,1406,2019,third_party_insurance
631405,0,0,41,0.10834215,Hyundai,Female,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,12839,2020,comprehensive_insurance
631995,1,1185,150,0.832765502,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Topmodel,No,No,Scratch/Dent,Extended,1424,2019,comprehensive_insurance
643247,2,1184,105,0.157,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,No,No,Collision,Premium,9811,2019,comprehensive_insurance
598458,3,202,104,0.330598312,TATA,Male,tier1,Call Center,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,7963,2021,comprehensive_insurance
581077,4,95,148,0.944358597,Maruti,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,3590,2021,third_party_insurance
593130,20,56,29,0.591267569,Maruti,Female,tier3,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6482,2020,comprehensive_insurance
612698,2,1016,182,0.98191788,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,169,2021,comprehensive_insurance
656723,2,43,97,0.192063237,Ford,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,12998,2017,comprehensive_insurance
650994,4,1051,54,0.495,Jeep,Male,tier2,App,CorporateAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,5815,2017,comprehensive_insurance
598752,1,1606,139,0.170041296,Mahindra,Male,tier1,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,2348,2017,comprehensive_insurance
583649,11,190,106,0.509326585,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,4258,2018,comprehensive_insurance
645067,8,419,40,0.674020835,Mahindra,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3664,2019,comprehensive_insurance
640149,5,314,183,0.265970786,Maruti,Female,tier1,App,CorporateAuto,Petrol,Basemodel,No,Yes,Hail,Basic,6115,2017,third_party_insurance
623627,2,250,176,0.827893898,Mahindra,Female,tier3,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,9796,2017,comprehensive_insurance
611658,5,1004,11,0.541005927,Hyundai,Female,tier2,App,CorporateAuto,Diesel,Topmodel,No,No,Hail,Basic,4109,2019,third_party_insurance
647398,5,199,53,0.572157893,TATA,Female,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,5135,2020,comprehensive_insurance
631406,3,1248,151,0.157,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,16481,2019,comprehensive_insurance
611456,10,1306,110,0.634337222,Hyundai,Female,tier3,Call Center,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,8552,2020,comprehensive_insurance
600517,3,1301,62,0.2284546,TATA,Female,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,7388,2018,comprehensive_insurance
618500,4,1098,161,0.840737335,Maruti,Male,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,7689,2021,comprehensive_insurance
637996,4,332,50,0.541482952,Ford,Female,tier3,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,12827,2017,comprehensive_insurance
643936,0,0,189,0.168745495,Maruti,Male,tier2,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,17952,2017,comprehensive_insurance
595249,2,293,156,0.46933376,Mahindra,Female,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,9884,2020,comprehensive_insurance
623832,3,166,42,0.230764492,Ford,Male,tier1,Call Center,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,8414,2017,comprehensive_insurance
645640,4,1121,128,0.14323141,Maruti,Male,tier1,Call Center,PersonalAuto,Petrol,Basemodel,Yes,No,Scratch/Dent,Extended,584,2019,comprehensive_insurance
605266,0,0,187,0.022363705,Maruti,Female,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,5224,2018,comprehensive_insurance
651696,4,1452,109,0.755368886,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11653,2019,comprehensive_insurance
626004,0,0,175,0.129804828,TATA,Male,tier3,App,PersonalAuto,Petrol,Basemodel,Yes,No,Collision,Premium,11483,2021,comprehensive_insurance
580754,4,419,12,0.679071038,Maruti,Female,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,10413,2017,comprehensive_insurance
607141,0,0,112,0.737525954,Jeep,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,9614,2020,comprehensive_insurance
625316,7,1245,124,0.131491024,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,2097,2020,comprehensive_insurance
655122,3,578,117,0.206798032,TATA,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,5027,2021,third_party_insurance
593049,3,452,13,0.673172802,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,10894,2017,comprehensive_insurance
595970,4,1385,48,0.244621458,Maruti,Female,tier2,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,17,2020,comprehensive_insurance
626692,4,1484,70,0.255451279,Hyundai,Female,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,5312,2018,third_party_insurance
579769,5,20,121,0.511146032,Hyundai,Female,tier3,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,4330,2018,comprehensive_insurance
596753,5,383,157,0.156631297,Ford,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3961,2017,comprehensive_insurance
641468,0,0,86,0.157,Hyundai,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,13099,2019,comprehensive_insurance
595520,10,155,78,0.124901001,Jeep,Male,tier1,App,CorporateAuto,Petrol,Basemodel,No,Yes,Hail,Basic,4808,2021,third_party_insurance
607885,2,181,190,0.390239359,Mahindra,Male,tier3,Call Center,PersonalAuto,Petrol,Middlemodel,No,Yes,Collision,Premium,3028,2020,comprehensive_insurance
647279,3,1095,42,0.625498457,Jeep,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11083,2020,comprehensive_insurance
622698,5,406,168,0.740511554,Mahindra,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,2744,2018,third_party_insurance
610382,4,209,46,0.1684504,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,9288,2021,comprehensive_insurance
592438,5,1374,71,0.103404132,Maruti,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,4175,2018,comprehensive_insurance
595422,2,5,64,0.086420022,Mahindra,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,13608,2017,comprehensive_insurance
622036,5,458,125,0.640033481,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Hail,Basic,4752,2021,third_party_insurance
605184,4,540,140,0.23008991,Maruti,Female,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,15339,2017,comprehensive_insurance
591492,4,30,177,0.228555636,TATA,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,19060,2018,comprehensive_insurance
658142,9,1164,12,0.157,Hyundai,Female,tier2,Web,CorporateAuto,Diesel,Middlemodel,Yes,No,Hail,Basic,4396,2018,third_party_insurance
594037,4,1606,90,0.297166643,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8426,2017,comprehensive_insurance
590668,5,1280,159,0.004111533,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,12900,2018,comprehensive_insurance
579883,2,12,84,0.937597657,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3883,2018,third_party_insurance
612731,2,1795,112,0.056832862,TATA,Male,tier1,Web,PersonalAuto,Petrol,Topmodel,No,Yes,Scratch/Dent,Extended,5202,2021,comprehensive_insurance
588222,0,0,173,0.071182734,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,6032,2019,third_party_insurance
581851,1,232,129,0.733002871,Mahindra,Female,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,3665,2020,comprehensive_insurance
599666,4,1281,82,0.26793769,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,2138,2020,comprehensive_insurance
583760,4,417,21,0.171202177,TATA,Female,tier2,Call Center,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,4376,2019,comprehensive_insurance
642531,7,1126,167,0.119082481,Maruti,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6457,2021,comprehensive_insurance
610153,3,1507,30,0.048877582,TATA,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,11792,2017,comprehensive_insurance
582304,4,1341,70,0.306805845,Maruti,Male,tier2,App,CorporateAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,12351,2018,comprehensive_insurance
611930,2,1651,177,0.222397098,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,8628,2021,comprehensive_insurance
638451,3,260,90,0.213878902,Maruti,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,626,2017,third_party_insurance
589462,0,0,77,0.157,TATA,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,13867,2018,comprehensive_insurance
586634,0,0,100,0.821873392,Maruti,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,2710,2021,comprehensive_insurance
631267,4,1855,176,0.113853089,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11584,2017,comprehensive_insurance
648639,5,957,146,0.238499349,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3349,2019,comprehensive_insurance
599331,5,208,12,0.9631918,TATA,Male,tier1,Call Center,CorporateAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,6168,2021,comprehensive_insurance
645099,4,1688,124,0.267176149,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,8588,2019,comprehensive_insurance
618578,8,269,45,0.184968019,Hyundai,Male,tier2,Call Center,CorporateAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,15246,2020,comprehensive_insurance
604460,15,1603,178,0.157,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,10988,2018,comprehensive_insurance
594775,7,1139,77,0.135102623,Ford,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,10245,2021,comprehensive_insurance
608758,5,1436,30,0.495,Jeep,Female,tier3,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,17657,2019,comprehensive_insurance
588391,7,313,188,0.261114507,Jeep,Male,tier3,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,5437,2018,third_party_insurance
638993,5,1421,114,0.01425805,TATA,Male,tier3,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,13769,2018,comprehensive_insurance
588995,2,660,177,0.295926276,Maruti,Male,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,10599,2019,comprehensive_insurance
620113,4,162,75,0.429384846,Jeep,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,1733,2017,comprehensive_insurance
658309,0,0,42,0.080458549,TATA,Male,tier2,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,2145,2020,third_party_insurance
584115,15,1040,170,0.204750156,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,4996,2019,comprehensive_insurance
608125,0,0,172,0.27713783,Hyundai,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,No,Yes,Hail,Basic,4033,2018,third_party_insurance
593570,6,211,93,0.205602947,Mahindra,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,4746,2021,comprehensive_insurance
622089,3,633,169,0.20194832,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,10833,2017,comprehensive_insurance
649262,3,970,19,0.241446425,Maruti,Male,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9193,2020,comprehensive_insurance
596425,3,1508,113,0.239415282,TATA,Male,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,15126,2020,comprehensive_insurance
645495,5,88,76,0.00320772,Ford,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,1101,2020,comprehensive_insurance
638149,0,0,166,0.094571443,TATA,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,6162,2018,comprehensive_insurance
643277,0,0,185,0.236487001,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13303,2021,comprehensive_insurance
584528,11,1882,89,0.108578288,Maruti,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,1819,2019,comprehensive_insurance
587486,2,886,53,0.001782788,Jeep,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,2248,2019,third_party_insurance
622493,0,0,135,0.220966005,TATA,Male,tier1,Web,CorporateAuto,Petrol,Topmodel,No,Yes,Collision,Premium,5705,2017,comprehensive_insurance
603699,3,94,100,0.749900763,TATA,Male,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Hail,Basic,6408,2019,third_party_insurance
595730,2,24,14,0.741442852,Ford,Male,tier2,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,10823,2021,comprehensive_insurance
609576,11,1042,12,0.114000201,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,13850,2020,comprehensive_insurance
629940,2,997,179,0.245043557,TATA,Female,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,10089,2020,comprehensive_insurance
650238,10,918,125,0.249105705,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,13127,2019,comprehensive_insurance
649525,3,192,54,0.544268451,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,10222,2018,comprehensive_insurance
582018,0,0,24,0.495,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3411,2017,third_party_insurance
639282,0,0,53,0.204012702,Maruti,Male,tier3,App,PersonalAuto,Petrol,Basemodel,Yes,No,Hail,Basic,111,2017,third_party_insurance
631390,4,362,38,0.065768514,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,7003,2017,comprehensive_insurance
579615,5,210,68,0.070538063,TATA,Male,tier3,Call Center,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,8215,2020,comprehensive_insurance
587260,0,0,122,0.895193304,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,6109,2019,third_party_insurance
612006,6,109,29,0.109366579,TATA,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,1149,2020,third_party_insurance
619870,2,688,188,0.125693371,Hyundai,Male,tier1,Call Center,CorporateAuto,Diesel,Topmodel,Yes,No,Scratch/Dent,Extended,12023,2019,comprehensive_insurance
591718,23,1295,146,0.065872147,TATA,Male,tier1,App,CorporateAuto,Petrol,Middlemodel,No,Yes,Collision,Premium,18843,2020,comprehensive_insurance
582195,2,34,133,0.794676213,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,3635,2020,third_party_insurance
608753,2,1133,170,0.452049673,Jeep,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,10489,2018,comprehensive_insurance
598209,0,0,132,0.147266764,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,5513,2021,comprehensive_insurance
642875,4,46,138,0.228604862,Ford,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,2269,2020,third_party_insurance
660180,4,287,157,0.815735593,TATA,Female,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,568,2017,comprehensive_insurance
605130,4,991,52,0.062151946,Maruti,Female,tier1,App,CorporateAuto,Diesel,Basemodel,No,Yes,Hail,Basic,5131,2019,third_party_insurance
595620,0,0,81,0.113092506,Hyundai,Male,tier2,Call Center,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,13495,2021,comprehensive_insurance
599247,5,177,100,0.389792118,Ford,Female,tier1,Call Center,CorporateAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,2662,2017,comprehensive_insurance
617811,0,0,72,0.076070473,Hyundai,Female,tier1,Call Center,CorporateAuto,Diesel,Topmodel,No,Yes,Scratch/Dent,Extended,12316,2018,comprehensive_insurance
596475,0,0,90,0.106179691,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,5567,2017,comprehensive_insurance
594769,2,1248,90,0.109829985,Maruti,Female,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,10223,2019,comprehensive_insurance
643158,2,367,97,0.53854095,Jeep,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,7250,2017,comprehensive_insurance
595141,4,1833,26,0.301387912,TATA,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,17008,2021,comprehensive_insurance
615500,0,0,109,0.004427572,Mahindra,Male,tier2,Web,PersonalAuto,Petrol,Basemodel,No,No,Scratch/Dent,Extended,9617,2019,comprehensive_insurance
581268,12,75,72,0.10613325,Jeep,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,420,2020,third_party_insurance
639620,8,1391,69,0.157,TATA,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,13871,2020,comprehensive_insurance
600441,12,414,60,0.275198061,Hyundai,Female,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11055,2021,comprehensive_insurance
608941,7,705,59,0.149990906,Ford,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,3358,2017,comprehensive_insurance
580908,2,241,28,0.569894895,Ford,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,7615,2017,comprehensive_insurance
631670,0,0,94,0.05774176,Hyundai,Female,tier1,App,CorporateAuto,Diesel,Basemodel,No,Yes,Collision,Premium,21396,2021,comprehensive_insurance
639121,23,1677,174,0.157,Hyundai,Female,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6604,2020,comprehensive_insurance
652594,9,102,135,0.958116597,Ford,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,No,Collision,Premium,17669,2017,comprehensive_insurance
600528,8,422,131,0.0855454,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Topmodel,No,No,Collision,Premium,7433,2017,comprehensive_insurance
615121,5,260,55,0.264604963,TATA,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,8827,2018,comprehensive_insurance
635896,3,1009,139,0.075282314,Hyundai,Male,tier3,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,774,2019,comprehensive_insurance
604905,3,203,69,0.029858358,Jeep,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,4185,2020,comprehensive_insurance
597142,6,943,133,0.280022942,Maruti,Male,tier2,Web,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,12006,2020,comprehensive_insurance
641124,3,38,56,0.675934703,TATA,Female,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,500,2021,third_party_insurance
606149,3,1607,16,0.050407719,TATA,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,5398,2017,comprehensive_insurance
608436,2,849,105,0.223848197,TATA,Female,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,8143,2021,comprehensive_insurance
636899,2,779,51,0.202993548,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,2825,2019,comprehensive_insurance
